,Time,Till,Transaction,Operator No,Employee,Customer No,Item,Comment,Retail Value,Sales,Promotion Amount,Discount %,Discretionary Discount,Quantity
,14:28:05,68,57780,902586,Tunney Paisley,,505486583759,,30,30,,,,1
9/22/2016,Transaction 57780 Total,,,,,,,,130,130,,,,2
,14:34:27,68,57781,902586,Tunney Paisley,100301092,505486538823,xrs1816 yg,136,136,,,,2
,14:34:27,68,57781,902586,Tunney Paisley,100301092,505486538824,,30,30,,,,2
9/22/2016,Transaction 57781 Total,,,,,,,,166,166,,,,4
,14:44:38,68,57784,902586,Tunney Paisley,,505486538823,xcn65pe yg,328,328,,,,1
,14:44:38,68,57784,902586,Tunney Paisley,,505486538823,xpaisrd yg,128,128,,,,1
,14:44:38,68,57784,902586,Tunney Paisley,,505486538824,,15,15,,,,1
,14:44:38,68,57784,902586,Tunney Paisley,,505486583757,,20,20,,,,1
9/22/2016,Transaction 57784 Total,,,,,,,,491,491,,,,4
,15:07:22,68,57787,902586,Tunney Paisley,100408724,505486538822,,15,15,,,,1
,15:07:22,68,57787,902586,Tunney Paisley,100408724,505486538823,xet8d22 yg,474,474,,,,1
,15:07:22,68,57787,902586,Tunney Paisley,100408724,505486583757,,20,20,,,,1
9/22/2016,Transaction 57787 Total,,,,,,,,509,509,,,,3
,15:19:55,68,57790,902413,Bottaro Alana,,505486538823,xr1sp65 wg,141,141,,,,1
,15:19:55,68,57790,902413,Bottaro Alana,,505486583757,,20,20,,,,1
9/22/2016,Transaction 57790 Total,,,,,,,,161,161,,,,2
,15:29:27,68,57793,902586,Tunney Paisley,,505486538823,xr8 rg,107,107,,,,1
9/22/2016,Transaction 57793 Total,,,,,,,,107,107,,,,1
,15:34:22,68,57796,902586,Tunney Paisley,,505486538823,xr3spg65 rg,228,228,,,,1
,15:34:22,68,57796,902586,Tunney Paisley,,505486583757,,20,20,,,,1
9/22/2016,Transaction 57796 Total,,,,,,,,248,248,,,,2
,16:14:13,68,57799,902413,Bottaro Alana,865754,505486538823,xsc2d wg,223,223,,,,1
,16:14:13,68,57799,902413,Bottaro Alana,865754,505486583760,,30,30,,,,1
9/22/2016,Transaction 57799 Total,,,,,,,,253,253,,,,2
,16:23:44,68,57802,902376,Wilkinson India Megan,549397,505486538822,,15,15,,,,1
,16:23:44,68,57802,902376,Wilkinson India Megan,549397,505486538823,e3ptr653d wg,880,880,,,,1
,16:23:44,68,57802,902376,Wilkinson India Megan,549397,505486538823,x2b3cde2mq3cd wg,1085,1085,,,,1
,16:23:44,68,57802,902376,Wilkinson India Megan,549397,505486538823,xet15sp65 bg,451,451,,,,1
,16:23:44,68,57802,902376,Wilkinson India Megan,549397,505486538823,xet3spl8d wg,725,725,,,,1
9/22/2016,Transaction 57802 Total,,,,,,,,3156,3156,,,,5
,16:30:50,68,57803,902586,Tunney Paisley,10309532,505486538823,esc2d yg,173,173,,,,1
,16:30:50,68,57803,902586,Tunney Paisley,10309532,505486538824,,15,15,,,,1
9/22/2016,Transaction 57803 Total,,,,,,,,188,188,,,,2
,16:35:41,68,57806,902586,Tunney Paisley,,505486538823,xr65 yg,100,100,,,,1
,16:35:41,68,57806,902586,Tunney Paisley,,505486538824,,15,15,,,,1
9/22/2016,Transaction 57806 Total,,,,,,,,115,115,,,,2
,16:37:52,68,57809,902586,Tunney Paisley,,505486538823,aftercare,10,10,,,,1
,16:37:52,68,57809,902586,Tunney Paisley,,505486538823,xb2 rg,91,91,,,,1
,16:37:52,68,57809,902586,Tunney Paisley,,505486538824,,15,15,,,,1
9/22/2016,Transaction 57809 Total,,,,,,,,116,116,,,,3
,16:42:24,68,57812,902586,Tunney Paisley,,505486538823,aftercare,10,10,,,,1
9/22/2016,Transaction 57812 Total,,,,,,,,10,10,,,,1
,16:51:39,68,57815,902586,Tunney Paisley,10031358,505486538823,aftercare,10,10,,,,1
,16:51:39,68,57815,902586,Tunney Paisley,10031358,505486538823,xpaisld,128,128,,,,1
,16:51:39,68,57815,902586,Tunney Paisley,10031358,505486583757,,20,20,,,,1
9/22/2016,Transaction 57815 Total,,,,,,,,158,158,,,,3
,17:00:35,68,57818,902586,Tunney Paisley,485479,505486538823,er1sp8 yg,178,178,,,,1
,17:00:35,68,57818,902586,Tunney Paisley,485479,505486538823,xr8 wg,107,107,,,,1
,17:00:35,68,57818,902586,Tunney Paisley,485479,505486538823,xr95 rg,112,112,,,,1
9/22/2016,Transaction 57818 Total,,,,,,,,397,397,,,,3
,17:08:01,68,57819,902413,Bottaro Alana,100356386,505486538822,,15,15,,,,1
,17:08:01,68,57819,902413,Bottaro Alana,100356386,505486538823,x3dtrd wg,201,201,,,,1
,17:08:01,68,57819,902413,Bottaro Alana,100356386,505486538823,xet8d22 rg,474,474,,,,1
,17:08:01,68,57819,902413,Bottaro Alana,100356386,505486538823,xfld45d rg,474,474,,,,1
,17:08:01,68,57819,902413,Bottaro Alana,100356386,505486583755,,30,30,,,,1
9/22/2016,Transaction 57819 Total,,,,,,,,1194,1194,,,,5
,17:09:43,68,57820,902413,Bottaro Alana,,505486538823,xfl55cz yt,187,187,,,,1
,17:09:43,68,57820,902413,Bottaro Alana,,505486538823,xstar45d yg,337,337,,,,1
,17:09:43,68,57820,902413,Bottaro Alana,,505486583755,,60,60,,,,2
9/22/2016,Transaction 57820 Total,,,,,,,,584,584,,,,4
,17:11:05,68,57821,902413,Bottaro Alana,,505486538823,x3dtrd wg,201,201,,,,1
,17:11:05,68,57821,902413,Bottaro Alana,,505486538823,xfl55cz yg,187,187,,,,1
,17:11:05,68,57821,902413,Bottaro Alana,,505486583755,,60,60,,,,2
9/22/2016,Transaction 57821 Total,,,,,,,,448,448,,,,4
,17:22:12,68,57824,902586,Tunney Paisley,,505486538823,x1v25d wg,684,684,,,,2
,17:22:12,68,57824,902586,Tunney Paisley,,505486538824,,15,15,,,,1
9/22/2016,Transaction 57824 Total,,,,,,,,699,699,,,,3
,17:30:15,68,57827,902376,Wilkinson India Megan,100328750,505486538822,,15,15,,,,1
,17:30:15,68,57827,902376,Wilkinson India Megan,100328750,505486538823,esc2bkd wg,109,109,,,,1
,17:30:15,68,57827,902376,Wilkinson India Megan,100328750,505486538823,esx2bkd wg,109,109,,,,1
,17:30:15,68,57827,902376,Wilkinson India Megan,100328750,505486538823,xr65 wg,100,100,,,,1
9/22/2016,Transaction 57827 Total,,,,,,,,333,333,,,,4
,17:42:35,68,57830,902376,Wilkinson India Megan,,505486538822,,15,15,,,,1
,17:42:35,68,57830,902376,Wilkinson India Megan,,505486538823,xr65 yg,100,100,,,,1
9/22/2016,Transaction 57830 Total,,,,,,,,115,115,,,,2
,17:55:59,68,57833,902586,Tunney Paisley,,505486538823,aftercare,10,10,,,,1
,17:55:59,68,57833,902586,Tunney Paisley,,505486538823,x3dtrd rg,201,201,,,,1
,17:55:59,68,57833,902586,Tunney Paisley,,505486583753,,30,30,,,,1
9/22/2016,Transaction 57833 Total,,,,,,,,241,241,,,,3
,18:42:08,68,57843,902586,Tunney Paisley,,505486538823,xet65d rg,383,383,,,,1
,18:42:08,68,57843,902586,Tunney Paisley,,505486538824,,15,15,,,,1
9/22/2016,Transaction 57843 Total,,,,,,,,398,398,,,,2
,18:44:54,68,57846,902586,Tunney Paisley,,505486538823,xet2d65d rg,511,511,,,,1
,18:44:54,68,57846,902586,Tunney Paisley,,505486538824,,15,15,,,,1
9/22/2016,Transaction 57846 Total,,,,,,,,526,526,,,,2
,18:47:31,68,57849,902586,Tunney Paisley,924390,505486538823,e3ptr653d wg,1760,1760,,,,2
9/22/2016,Transaction 57849 Total,,,,,,,,1760,1760,,,,2
,19:02:07,68,57854,902586,Tunney Paisley,10352548,505486538822,,15,15,,,,1
,19:02:07,68,57854,902586,Tunney Paisley,10352548,505486538823,x1vd215d rg,333,333,,,,1
9/22/2016,Transaction 57854 Total,,,,,,,,348,348,,,,2
,19:17:48,68,57857,902586,Tunney Paisley,,505486538823,x1v2d rg,250,250,,,,1
,19:17:48,68,57857,902586,Tunney Paisley,,505486583753,,30,30,,,,1
9/22/2016,Transaction 57857 Total,,,,,,,,280,280,,,,2
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,x2eb3cflmqcped yg,1085,1085,,,,1
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xc3fld yg,830,830,,,,1
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xiv15d yg,187,187,,,,1
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xiv3d yg,1030,1030,,,,2
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xivd215d rg,666,666,,,,2
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xivd32d yg,634,634,,,,1
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xmq725d yg,1984,1984,,,,1
,20:18:46,68,57860,902376,Wilkinson India Megan,,505486538823,xpe625d yg,4368,4368,,,,2
9/22/2016,Transaction 57860 Total,,,,,,,,10784,10784,,,,11
,13:05:16,92,64820,902376,Wilkinson India Megan,,505486538823,xshstar wg,128,128,,,,1
,13:05:16,92,64820,902376,Wilkinson India Megan,,505486583754,,30,30,,,,1
9/22/2016,Transaction 64820 Total,,,,,,,,158,158,,,,2
,13:16:24,92,64823,902376,Wilkinson India Megan,,505486538822,,15,15,,,,1
,13:16:24,92,64823,902376,Wilkinson India Megan,,505486538823,x3dtrd wg,402,402,,,,2
,13:16:24,92,64823,902376,Wilkinson India Megan,,505486538823,x3trd wg,201,201,,,,1
9/22/2016,Transaction 64823 Total,,,,,,,,618,618,,,,4
,13:20:17,92,64824,902586,Tunney Paisley,,505486538823,xc3fld rg,830,830,,,,1
,13:20:17,92,64824,902586,Tunney Paisley,,505486538823,xet65d rg,383,383,,,,1
,13:20:17,92,64824,902586,Tunney Paisley,,505486538823,xfl45d rg,638,638,,,,2
,13:20:17,92,64824,902586,Tunney Paisley,,505486538823,xfl55d rg,479,479,,,,1
9/22/2016,Transaction 64824 Total,,,,,,,,2330,2330,,,,5
,13:22:49,92,64825,902586,Tunney Paisley,,505486538823,x4op rg,187,187,,,,1
,13:22:49,92,64825,902586,Tunney Paisley,,505486538823,xr3sp8 wg,219,219,,,,1
,13:22:49,92,64825,902586,Tunney Paisley,,505486538824,,15,15,,,,1
,13:22:49,92,64825,902586,Tunney Paisley,,505486583757,,20,20,,,,1
9/22/2016,Transaction 64825 Total,,,,,,,,441,441,,,,4
,13:34:23,92,64828,902376,Wilkinson India Megan,365088,505486538823,x3dtrd wg,201,201,,,,1
,13:34:23,92,64828,902376,Wilkinson India Megan,365088,505486583754,,30,30,,,,1
9/22/2016,Transaction 64828 Total,,,,,,,,231,231,,,,2
,13:36:18,92,64829,902376,Wilkinson India Megan,472272,505486538822,,15,15,,,,1
,13:36:18,92,64829,902376,Wilkinson India Megan,472272,505486538823,x1eb1ch16 yg,93,93,,,,1
9/22/2016,Transaction 64829 Total,,,,,,,,108,108,,,,2
,14:21:40,92,64832,902586,Tunney Paisley,724042,505486538823,xet8d22 yg,948,948,,,,2
,14:21:40,92,64832,902586,Tunney Paisley,724042,505486538823,xsp3525 yg,128,128,,,,1
,14:21:40,92,64832,902586,Tunney Paisley,724042,505486583757,,20,20,,,,1
9/22/2016,Transaction 64832 Total,,,,,,,,1096,1096,,,,4
,14:31:54,92,64835,902376,Wilkinson India Megan,,505486538823,ac ,10,10,,,,1
,14:31:54,92,64835,902376,Wilkinson India Megan,,505486538823,xdtrd rg ,201,201,,,,1
,14:31:54,92,64835,902376,Wilkinson India Megan,,505486583757,,20,20,,,,1
9/22/2016,Transaction 64835 Total,,,,,,,,231,231,,,,3
,14:52:17,92,64838,902586,Tunney Paisley,,505486538823,xfl45d rg,-638,-638,,,,-2
9/22/2016,Transaction 64838 Total,,,,,,,,-638,-638,,,,-2
,15:08:25,92,64841,902413,Bottaro Alana,,505486538823,xcn65pe yg,328,328,,,,1
,15:08:25,92,64841,902413,Bottaro Alana,,505486538823,xr1sp8op rg,210,210,,,,1
9/22/2016,Transaction 64841 Total,,,,,,,,538,538,,,,2
,15:33:38,92,64844,902376,Wilkinson India Megan,100542692,505486538823,,100,65,,,-35,1
9/22/2016,Transaction 64844 Total,,,,,,,,100,65,,,-35,1
,16:10:36,92,64849,902376,Wilkinson India Megan,,505486538823,x3dtrd wg,201,130.65,,,-70.35,1
,16:10:36,92,64849,902376,Wilkinson India Megan,,505486538823,xstar45d wg,337,219.05,,,-117.95,1
9/22/2016,Transaction 64849 Total,,,,,,,,538,349.7,,,-188.3,2
,16:35:54,92,64852,902376,Wilkinson India Megan,525405,505486538823,pb4 yg,502,401.6,,-0.2,,2
9/22/2016,Transaction 64852 Total,,,,,,,,502,401.6,,,,2
,17:34:49,92,64857,902586,Tunney Paisley,100542735,505486538823,xb25 wg,96,96,,,,1
,17:34:49,92,64857,902586,Tunney Paisley,100542735,505486583753,,30,30,,,,1
9/22/2016,Transaction 64857 Total,,,,,,,,126,126,,,,2
,18:26:25,92,64860,902376,Wilkinson India Megan,100542750,505486538823,ac,10,10,,,,1
,18:26:25,92,64860,902376,Wilkinson India Megan,100542750,505486538823,xet65d wg,383,383,,,,1
,18:26:25,92,64860,902376,Wilkinson India Megan,100542750,505486583757,,20,20,,,,1
9/22/2016,Transaction 64860 Total,,,,,,,,413,413,,,,3
,19:26:40,92,64866,902586,Tunney Paisley,,505486538823,xb2 yg,182,182,,,,2
,19:26:40,92,64866,902586,Tunney Paisley,,505486538824,,30,30,,,,2
9/22/2016,Transaction 64866 Total,,,,,,,,212,212,,,,4
